,expected,predicted
20134,[0.28],[0.36731908]
20135,[0.14],[0.13003345]
20136,[0.],[0.04539419]
20137,[0.22],[0.03124559]
20138,[0.22],[0.3077758]
20139,[0.49],[0.31920505]
20140,[0.05],[0.03687513]
20141,[0.],[0.39759177]
20142,[0.22],[0.31532583]
20143,[0.48],[0.22585091]
20144,[0.],[0.02759477]
20145,[0.1],[0.2759949]
20146,[0.],[0.23355849]
20147,[0.47],[0.30018595]
20148,[0.36],[0.32459733]
20149,[0.],[0.02411341]
20150,[0.],[0.06395191]
20151,[0.29],[0.2641722]
20152,[0.43],[0.35639286]
20153,[0.],[0.02082767]
20154,[0.35],[0.19454916]
20155,[0.3],[0.3898802]
20156,[0.33],[0.15499376]
20157,[0.42],[0.31985152]
20158,[0.55],[0.49458185]
20159,[0.59],[0.30320805]
20160,[0.13],[0.19484936]
20161,[0.69],[0.43331861]
20162,[0.07],[0.05467072]
20163,[0.3],[0.30375314]
20164,[0.35],[0.32681808]
20165,[0.],[0.00843502]
20166,[0.5],[0.3874394]
20167,[0.38],[0.46775076]
20168,[0.09],[0.08174095]
20169,[0.48],[0.36799926]
20170,[0.51],[0.21170922]
20171,[0.26],[0.24685241]
20172,[0.52],[0.30522388]
20173,[0.62],[0.4081135]
20174,[0.],[0.04155219]
20175,[0.81],[0.3787303]
20176,[0.],[0.31236783]
20177,[0.],[0.00505808]
20178,[0.37],[0.21447308]
20179,[0.],[0.03610624]
20180,[0.],[0.07907774]
20181,[0.52],[0.33084062]
20182,[0.],[0.12698092]
20183,[0.],[0.03263278]
20184,[0.36],[0.3055409]
20185,[0.],[0.08486781]
20186,[0.],[0.06318772]
20187,[0.37],[0.39149854]
20188,[0.16],[0.33011615]
20189,[0.09],[0.27232227]
20190,[0.],[0.12311902]
20191,[0.33],[0.37927172]
20192,[0.],[0.08982681]
20193,[0.03],[0.09621918]
20194,[0.],[0.36630934]
20195,[0.35],[0.35292378]
20196,[0.41],[0.25412428]
20197,[0.],[0.4143721]
20198,[0.26],[0.34315947]
20199,[0.],[0.3072009]
20200,[0.43],[0.10528605]
20201,[0.09],[0.16628973]
20202,[0.35],[0.33596778]
20203,[0.74],[0.4681262]
20204,[0.],[0.07630499]
20205,[0.3],[0.34914532]
20206,[0.62],[0.35266328]
20207,[0.27],[0.38025665]
20208,[0.],[0.026465]
20209,[0.],[0.23222937]
20210,[0.],[0.12908018]
20211,[0.5],[0.3735417]
20212,[0.44],[0.37771657]
20213,[0.32],[0.36478433]
20214,[0.],[0.10170767]
20215,[0.52],[0.35629475]
20216,[0.62],[0.55775166]
20217,[0.24],[0.3605152]
20218,[0.57],[0.38738847]
20219,[0.23],[0.3512137]
20220,[0.47],[0.394078]
20221,[0.],[0.01850676]
20222,[0.41],[0.40441057]
20223,[0.43],[0.365285]
20224,[0.01],[0.08335187]
20225,[0.62],[0.5426135]
20226,[0.38],[0.3060946]
20227,[0.32],[0.31517917]
20228,[0.31],[0.1577158]
20229,[0.04],[0.18322043]
20230,[0.04],[0.08257698]
20231,[0.03],[0.15539743]
20232,[0.7],[0.1334604]
20233,[0.22],[0.32689422]
20234,[0.22],[0.21496303]
20235,[0.44],[0.2247174]
20236,[0.53],[0.40096566]
20237,[0.23],[0.3403173]
20238,[0.63],[0.3472863]
20239,[0.56],[0.0970278]
20240,[0.21],[0.2021974]
20241,[0.25],[0.3236972]
20242,[0.48],[0.49902242]
20243,[0.45],[0.08883688]
20244,[0.],[0.0081617]
20245,[0.1],[0.24195579]
20246,[0.45],[0.25225753]
20247,[0.61],[0.44487894]
20248,[0.24],[0.19958231]
20249,[0.42],[0.39285275]
20250,[0.27],[0.31463504]
20251,[0.],[0.461106]
20252,[0.28],[0.1482915]
20253,[0.53],[0.56484306]
20254,[0.26],[0.2770894]
20255,[0.39],[0.1858955]
20256,[0.14],[0.18449068]
20257,[0.32],[0.22669512]
20258,[0.52],[0.4958101]
20259,[0.23],[0.33909887]
20260,[0.34],[0.23031452]
20261,[0.04],[0.22631617]
20262,[0.42],[0.27023947]
20263,[0.1],[0.14305584]
20264,[0.16],[0.18175428]
20265,[0.35],[0.17691205]
20266,[0.38],[0.3459392]
20267,[0.],[0.05031782]
20268,[0.],[0.01365973]
20269,[0.],[0.19403578]
20270,[0.],[0.34990665]
20271,[0.],[0.12603362]
20272,[0.],[0.03284293]
20273,[0.09],[0.3269225]
20274,[0.21],[0.3395012]
20275,[0.6],[0.5502672]
20276,[0.39],[0.35276607]
20277,[0.57],[0.4624099]
20278,[0.],[0.0731715]
20279,[0.13],[0.20718843]
20280,[0.],[0.2513058]
20281,[0.21],[0.28566265]
20282,[0.02],[0.35795122]
20283,[0.],[0.09007899]
20284,[0.37],[0.19947183]
20285,[0.58],[0.42182025]
20286,[0.12],[0.19303147]
20287,[0.],[0.07833003]
20288,[0.36],[0.11526204]
20289,[0.64],[0.43839678]
20290,[0.],[0.23001839]
20291,[0.04],[0.12637876]
20292,[0.],[0.01580858]
20293,[0.],[0.02504015]
20294,[0.],[0.02638778]
20295,[0.21],[0.24453449]
20296,[0.43],[0.34253898]
20297,[0.],[0.07604467]
20298,[0.5],[0.343295]
20299,[0.37],[0.3917869]
20300,[0.29],[0.49540764]
20301,[0.48],[0.42897508]
20302,[0.],[0.02475742]
20303,[0.64],[0.5302969]
20304,[0.3],[0.17558584]
20305,[0.47],[0.25842094]
20306,[0.],[0.06064675]
20307,[0.],[0.05758055]
20308,[0.69],[0.23061359]
20309,[0.2],[0.1732032]
20310,[0.37],[0.20595533]
20311,[0.71],[0.47856423]
20312,[0.01],[0.04798969]
20313,[0.25],[0.3927171]
20314,[0.29],[0.15079002]
20315,[0.32],[0.11409932]
20316,[0.02],[0.18508369]
20317,[0.2],[0.31205937]
20318,[0.41],[0.07800838]
20319,[0.09],[0.11374547]
20320,[0.],[0.06248736]
20321,[0.44],[0.24563451]
20322,[0.61],[0.34154442]
20323,[0.35],[0.20524849]
20324,[0.42],[0.4298093]
20325,[0.],[0.1126656]
20326,[0.23],[0.37012494]
20327,[0.09],[0.02798715]
20328,[0.],[0.03731935]
20329,[0.06],[0.33075234]
20330,[0.],[0.00354164]
20331,[0.08],[0.20453113]
20332,[0.],[0.36508968]
20333,[0.35],[0.3227845]
20334,[0.4],[0.16489735]
20335,[0.06],[0.32619932]
20336,[0.22],[0.2329619]
20337,[0.31],[0.38689718]
20338,[0.44],[0.3460293]
20339,[0.47],[0.4058192]
20340,[0.45],[0.33496177]
20341,[0.],[0.01782931]
20342,[0.],[0.01203796]
20343,[0.25],[0.35687634]
20344,[0.34],[0.35406277]
20345,[0.11],[0.362478]
20346,[0.2],[0.3316671]
20347,[0.43],[0.37647077]
20348,[0.59],[0.41519997]
20349,[0.62],[0.24484053]
20350,[0.25],[0.27805567]
20351,[0.21],[0.24011336]
20352,[0.28],[0.35876402]
20353,[0.22],[0.14387326]
20354,[0.],[0.03792191]
20355,[0.54],[0.35253918]
20356,[0.],[0.04967089]
20357,[0.],[0.14370014]
20358,[0.43],[0.5330337]
20359,[0.3],[0.32197538]
20360,[0.55],[0.41326815]
20361,[0.44],[0.44109908]
20362,[0.7],[0.44015482]
20363,[0.42],[0.15359233]
20364,[0.23],[0.04688575]
20365,[0.44],[0.34410727]
20366,[0.44],[0.20593317]
20367,[0.36],[0.19733012]
20368,[0.83],[0.40394378]
20369,[0.24],[0.3544882]
20370,[0.58],[0.37591186]
20371,[0.26],[0.2349734]
20372,[0.37],[0.44231153]
20373,[0.58],[0.43994385]
20374,[0.47],[0.23570102]
20375,[0.08],[0.32688713]
20376,[0.42],[0.3692358]
20377,[0.25],[0.35942748]
20378,[0.],[0.01678986]
20379,[0.],[0.13496748]
20380,[0.],[0.04884556]
20381,[0.21],[0.3072007]
20382,[0.29],[0.2843941]
20383,[0.52],[0.48403242]
20384,[0.],[0.20630264]
20385,[0.1],[0.21246791]
20386,[0.48],[0.11183072]
20387,[0.5],[0.37839833]
20388,[0.],[0.06619962]
20389,[0.09],[0.11261859]
20390,[0.52],[0.4175994]
20391,[0.01],[0.04951902]
20392,[0.48],[0.17974207]
20393,[0.01],[0.01292841]
20394,[0.],[0.06307628]
20395,[0.],[0.05248239]
20396,[0.],[0.1152471]
20397,[0.],[0.11586741]
20398,[0.07],[0.21922617]
20399,[0.],[0.41487104]
20400,[0.],[0.01495676]
20401,[0.],[0.3167095]
20402,[0.35],[0.20078176]
20403,[0.4],[0.33223724]
20404,[0.58],[0.44453588]
20405,[0.54],[0.39095074]
20406,[0.47],[0.35650387]
20407,[0.],[0.24618794]
20408,[0.15],[0.43216968]
20409,[0.65],[0.31305087]
20410,[0.04],[0.16507803]
20411,[0.],[0.07395545]
20412,[0.14],[0.18275899]
20413,[0.],[0.18385918]
20414,[0.],[0.3460841]
20415,[0.26],[0.34270746]
20416,[0.33],[0.37962875]
20417,[0.73],[0.29392746]
20418,[0.4],[0.32071912]
20419,[0.45],[0.17091443]
20420,[0.35],[0.14337301]
20421,[0.68],[0.40337506]
20422,[0.],[0.0268145]
20423,[0.],[0.00249503]
20424,[0.54],[0.49813375]
20425,[0.47],[0.52524936]
20426,[0.33],[0.24778019]
20427,[0.28],[0.29505387]
20428,[0.53],[0.49622878]
20429,[0.],[0.01489654]
20430,[0.],[0.01909069]
20431,[0.3],[0.31151575]
20432,[0.12],[0.1419209]
20433,[0.],[0.21641745]
20434,[0.29],[0.2660641]
20435,[0.45],[0.32029033]
20436,[0.],[0.02762972]
20437,[0.],[0.34318244]
20438,[0.52],[0.3646626]
20439,[0.45],[0.37859842]
20440,[0.],[0.08984675]
20441,[0.15],[0.13901506]
20442,[0.13],[0.21051519]
20443,[0.22],[0.20305279]
20444,[0.33],[0.35826796]
20445,[0.39],[0.23984095]
20446,[0.65],[0.32410273]
20447,[0.35],[0.26935816]
20448,[0.37],[0.39085084]
20449,[0.],[0.342986]
20450,[0.39],[0.31156552]
20451,[0.4],[0.4159377]
20452,[0.],[0.01684482]
20453,[0.31],[0.31985474]
20454,[0.14],[0.34613618]
20455,[0.],[0.23309402]
20456,[0.],[0.44618094]
20457,[0.35],[0.30790776]
20458,[0.59],[0.2793284]
20459,[0.42],[0.29703143]
20460,[0.32],[0.22317399]
20461,[0.11],[0.16285087]
20462,[0.01],[0.14030531]
20463,[0.39],[0.10501471]
20464,[0.72],[0.44839984]
20465,[0.11],[0.18517935]
20466,[0.32],[0.28189236]
20467,[0.],[0.17248745]
20468,[0.05],[0.21742217]
20469,[0.24],[0.09259934]
20470,[0.23],[0.21555644]
20471,[0.23],[0.27743003]
20472,[0.34],[0.3588189]
20473,[0.],[0.23819599]
20474,[0.14],[0.21049939]
20475,[0.77],[0.46183386]
20476,[0.28],[0.13965137]
20477,[0.18],[0.15979074]
20478,[0.28],[0.18307225]
20479,[0.53],[0.3533281]
20480,[0.05],[0.2747533]
20481,[0.11],[0.24245395]
20482,[0.43],[0.2502754]
20483,[0.08],[0.12480991]
20484,[0.32],[0.42384246]
20485,[0.],[0.1422202]
20486,[0.],[0.07944204]
20487,[0.43],[0.45370835]
20488,[0.],[0.04664852]
20489,[0.35],[0.21992844]
20490,[0.24],[0.11519026]
20491,[0.],[0.35635778]
20492,[0.],[0.0133823]
20493,[0.],[0.13833645]
20494,[0.22],[0.29924423]
20495,[0.61],[0.5143113]
20496,[0.],[0.18048069]
20497,[0.78],[0.31935415]
20498,[0.36],[0.33082283]
20499,[0.11],[0.10035449]
20500,[0.43],[0.19027944]
20501,[0.37],[0.24722917]
20502,[0.17],[0.32155523]
20503,[0.43],[0.3394743]
20504,[0.],[0.07119532]
20505,[0.01],[0.09844358]
20506,[0.28],[0.14697012]
20507,[0.58],[0.25084603]
20508,[0.28],[0.41738546]
20509,[0.],[0.03405637]
20510,[0.33],[0.23780392]
20511,[0.],[0.00412602]
20512,[0.],[0.23386493]
20513,[0.39],[0.16611679]
20514,[0.28],[0.2795147]
20515,[0.01],[0.07923052]
20516,[0.69],[0.3979941]
20517,[0.],[0.07384322]
20518,[0.33],[0.29564163]
20519,[0.],[0.16765973]
20520,[0.68],[0.4956207]
20521,[0.38],[0.3586055]
20522,[0.],[0.0395302]
20523,[0.16],[0.15414749]
20524,[0.48],[0.33570564]
20525,[0.31],[0.43738663]
20526,[0.19],[0.36139804]
20527,[0.02],[0.2169817]
20528,[0.3],[0.41999415]
20529,[0.26],[0.25033364]
20530,[0.],[0.41362295]
20531,[0.34],[0.30432585]
20532,[0.01],[0.21408553]
20533,[0.58],[0.4996472]
20534,[0.13],[0.0398832]
20535,[0.],[0.37805682]
20536,[0.48],[0.36762974]
20537,[0.57],[0.46141368]
20538,[0.48],[0.33109444]
20539,[0.13],[0.20018871]
20540,[0.43],[0.2452805]
20541,[0.2],[0.21668427]
20542,[0.49],[0.4121801]
20543,[0.],[0.00110923]
20544,[0.22],[0.22189014]
20545,[0.36],[0.35175124]
20546,[0.],[0.01410038]
20547,[0.01],[0.02639206]
20548,[0.05],[0.21406035]
20549,[0.67],[0.4823173]
20550,[0.51],[0.46946824]
20551,[0.],[0.14140336]
20552,[0.57],[0.44381762]
20553,[0.],[0.1100689]
20554,[0.31],[0.39977738]
20555,[0.01],[0.07936718]
20556,[0.51],[0.27265862]
20557,[0.],[0.01815936]
20558,[0.45],[0.23349103]
20559,[0.08],[0.2924897]
20560,[0.45],[0.26007083]
20561,[0.27],[0.32838815]
20562,[0.38],[0.3173704]
20563,[0.48],[0.29668012]
20564,[0.],[0.0092276]
20565,[0.06],[0.34958968]
20566,[0.04],[0.20017889]
20567,[0.41],[0.28816602]
20568,[0.],[0.07601498]
20569,[0.01],[0.03548168]
20570,[0.],[0.02404538]
20571,[0.],[0.03196456]
20572,[0.14],[0.09902117]
20573,[0.18],[0.0705824]
20574,[0.52],[0.35930666]
20575,[0.6],[0.4986183]
20576,[0.],[0.01042897]
20577,[0.4],[0.15213229]
20578,[0.],[0.15016665]
20579,[0.],[0.02681447]
20580,[0.02],[0.07002357]
20581,[0.3],[0.29240167]
20582,[0.],[0.12747933]
20583,[0.31],[0.30213162]
20584,[0.12],[0.20100656]
20585,[0.07],[0.13531357]
20586,[0.39],[0.33312112]
20587,[0.39],[0.05158694]
20588,[0.27],[0.29198155]
20589,[0.6],[0.26774228]
20590,[0.61],[0.04630788]
20591,[0.25],[0.35427678]
20592,[0.34],[0.3124698]
20593,[0.59],[0.4178008]
20594,[0.],[0.05195571]
20595,[0.],[0.02523132]
20596,[0.13],[0.13825771]
20597,[0.42],[0.4048019]
20598,[0.42],[0.4330124]
20599,[0.15],[0.09756457]
20600,[0.32],[0.28369284]
20601,[0.42],[0.38429412]
20602,[0.28],[0.3510497]
20603,[0.],[0.21893293]
20604,[0.46],[0.35817283]
20605,[0.41],[0.37497765]
20606,[0.],[0.0073227]
20607,[0.01],[0.21398276]
20608,[0.],[0.34896168]
20609,[0.53],[0.33727568]
20610,[0.36],[0.30288187]
20611,[0.25],[0.23420921]
20612,[0.21],[0.23843218]
20613,[0.27],[0.30365965]
20614,[0.17],[0.26130378]
20615,[0.47],[0.35990733]
20616,[0.],[0.00797762]
20617,[0.55],[0.3184792]
20618,[0.16],[0.25620636]
20619,[0.39],[0.36308324]
20620,[0.43],[0.38893613]
20621,[0.42],[0.18939352]
20622,[0.],[0.03013454]
20623,[0.49],[0.44988635]
20624,[0.07],[0.2093126]
20625,[0.12],[0.0983256]
20626,[0.54],[0.36787358]
20627,[0.37],[0.20099518]
20628,[0.31],[0.26364815]
20629,[0.54],[0.16886018]
20630,[0.28],[0.28256646]
20631,[0.28],[0.13583049]
20632,[0.4],[0.38579223]
20633,[0.],[-0.00077869]
20634,[0.27],[0.25078556]
20635,[0.38],[0.29451552]
20636,[0.49],[0.39664108]
20637,[0.],[0.20604609]
20638,[0.24],[0.34363157]
20639,[0.53],[0.20512041]
20640,[0.],[0.18989688]
20641,[0.5],[0.4701471]
20642,[0.44],[0.38288414]
20643,[0.],[0.1702067]
20644,[0.44],[0.31931418]
20645,[0.65],[0.2968204]
20646,[0.],[-0.0032783]
20647,[0.35],[0.18202597]
20648,[0.32],[0.4414607]
20649,[0.35],[0.39205322]
20650,[0.12],[0.19003434]
20651,[0.04],[0.21832043]
20652,[0.],[0.20137258]
20653,[0.],[0.1515185]
20654,[0.],[0.02655276]
20655,[0.06],[0.04959008]
20656,[0.],[0.06603526]
20657,[0.88],[0.49063602]
20658,[0.4],[0.38082704]
20659,[0.],[0.09821697]
20660,[0.01],[0.10296574]
20661,[0.15],[0.20830439]
20662,[0.53],[0.34446555]
20663,[0.44],[0.45224714]
20664,[0.1],[0.3588949]
20665,[0.42],[0.43974274]
20666,[0.44],[0.21393213]
20667,[0.17],[0.37509474]
20668,[0.19],[0.07549635]
20669,[0.21],[0.25561756]
20670,[0.],[0.22422743]
20671,[0.3],[0.3523472]
20672,[0.49],[0.27607766]
20673,[0.],[0.05617027]
20674,[0.],[0.20446011]
20675,[0.69],[0.35882443]
20676,[0.11],[0.08919419]
20677,[0.4],[0.17120457]
20678,[0.37],[0.40236092]
20679,[0.03],[0.08112177]
20680,[0.3],[0.3046869]
20681,[0.29],[0.2915008]
20682,[0.22],[0.25675422]
20683,[0.38],[0.2172728]
20684,[0.36],[0.3537961]
20685,[0.],[0.03025119]
20686,[0.],[0.04829499]
20687,[0.],[0.10564138]
20688,[0.49],[0.31602126]
20689,[0.57],[0.46156108]
20690,[0.4],[0.3423507]
20691,[0.56],[0.39636642]
20692,[0.01],[0.03152263]
20693,[0.],[0.01861914]
20694,[0.32],[0.24862795]
20695,[0.19],[0.22481176]
20696,[0.3],[0.18383521]
20697,[0.36],[0.17586142]
20698,[0.67],[0.38480833]
20699,[0.47],[0.22991146]
20700,[0.3],[0.36437526]
20701,[0.],[0.16434419]
20702,[0.69],[0.5378407]
20703,[0.15],[0.02934817]
20704,[0.74],[0.29582447]
20705,[0.5],[0.39007762]
20706,[0.25],[0.20557216]
20707,[0.48],[0.18765022]
20708,[0.37],[0.45546862]
20709,[0.52],[0.21742715]
20710,[0.36],[0.28521883]
20711,[0.42],[0.39977136]
20712,[0.],[0.34131357]
20713,[0.],[0.03322913]
20714,[0.28],[0.37155336]
20715,[0.46],[0.33424446]
20716,[0.29],[0.25252298]
20717,[0.01],[0.01780745]
20718,[0.29],[0.2318617]
20719,[0.72],[0.4998348]
20720,[0.08],[0.3093954]
20721,[0.49],[0.3279767]
20722,[0.46],[0.30359986]
20723,[0.],[0.01639602]
20724,[0.13],[0.23528503]
20725,[0.],[0.11549455]
20726,[0.25],[0.05917823]
20727,[0.35],[0.34210345]
20728,[0.],[-0.00183725]
20729,[0.04],[0.10119357]
20730,[0.06],[0.21946223]
20731,[0.],[0.20690739]
20732,[0.],[0.03197088]
20733,[0.],[0.3416532]
20734,[0.13],[0.24456453]
20735,[0.29],[0.31526235]
20736,[0.03],[0.24285096]
20737,[0.28],[0.3210789]
20738,[0.23],[0.34622452]
20739,[0.37],[0.32436195]
20740,[0.01],[0.22782704]
20741,[0.02],[0.02788762]
20742,[0.24],[0.20624386]
20743,[0.],[0.03260981]
20744,[0.52],[0.32420453]
20745,[0.42],[0.16381502]
20746,[0.12],[0.20329186]
20747,[0.4],[0.3389311]
20748,[0.4],[0.51485014]
20749,[0.],[0.02590038]
20750,[0.74],[0.21148138]
20751,[0.13],[0.24092937]
20752,[0.55],[0.3486137]
20753,[0.],[0.09973103]
20754,[0.],[0.12023843]
20755,[0.24],[0.2930156]
20756,[0.],[0.01827431]
20757,[0.39],[0.25330818]
20758,[0.26],[0.3496233]
20759,[0.15],[0.3589269]
20760,[0.34],[0.19593824]
20761,[0.37],[0.06031355]
20762,[0.01],[0.19226731]
20763,[0.11],[0.28957886]
20764,[0.21],[0.09521976]
20765,[0.27],[0.22867481]
20766,[0.28],[0.07331014]
20767,[0.24],[0.16230482]
20768,[0.],[0.01366851]
20769,[0.],[0.02271054]
20770,[0.5],[0.5392544]
20771,[0.32],[0.12538345]
20772,[0.83],[0.51220644]
20773,[0.21],[0.0464079]
20774,[0.],[0.00176621]
20775,[0.44],[0.33577415]
20776,[0.68],[0.5491104]
20777,[0.],[0.02553607]
20778,[0.],[0.09130502]
20779,[0.47],[0.26241255]
20780,[0.45],[0.41345572]
20781,[0.],[0.01055969]
20782,[0.],[0.1720437]
20783,[0.],[0.0730221]
20784,[0.],[0.06292105]
20785,[0.45],[0.44578147]
20786,[0.48],[0.3350067]
20787,[0.21],[0.2876735]
20788,[0.],[0.0833689]
20789,[0.13],[0.25455725]
20790,[0.33],[0.22142938]
20791,[0.8],[0.36694926]
20792,[0.51],[0.43940654]
20793,[0.45],[0.19915444]
20794,[0.55],[0.47025278]
20795,[0.6],[0.48166683]
20796,[0.14],[0.1392676]
20797,[0.08],[0.10633244]
20798,[0.37],[0.4571184]
20799,[0.28],[0.27829647]
20800,[0.01],[0.35618106]
20801,[0.42],[0.42468485]
20802,[0.71],[0.36045125]
20803,[0.28],[0.35745883]
20804,[0.],[0.1337515]
20805,[0.],[0.00249268]
20806,[0.32],[0.33309472]
20807,[0.],[0.03510509]
20808,[0.28],[0.2987325]
20809,[0.7],[0.4041198]
20810,[0.],[0.29238006]
20811,[0.32],[0.38516065]
20812,[0.],[0.03800375]
20813,[0.13],[0.22085951]
20814,[0.72],[0.44568324]
20815,[0.41],[0.38326865]
20816,[0.],[0.02367557]
20817,[0.],[0.14607924]
20818,[0.05],[0.01815862]
20819,[0.21],[0.03360261]
20820,[0.61],[0.4391466]
20821,[0.5],[0.31030074]
20822,[0.44],[0.32327923]
20823,[0.49],[0.39611778]
20824,[0.27],[0.29659447]
20825,[0.],[0.19454266]
20826,[0.51],[0.39685878]
20827,[0.35],[0.37617734]
20828,[0.],[0.02962578]
20829,[0.],[0.0201098]
20830,[0.55],[0.41603923]
20831,[0.26],[0.40425995]
20832,[0.27],[0.2769739]
20833,[0.28],[0.4590322]
20834,[0.66],[0.5438118]
20835,[0.],[0.30082026]
20836,[0.],[0.02206142]
20837,[0.37],[0.28385958]
20838,[0.],[0.23160538]
20839,[0.],[0.32699803]
20840,[0.],[0.2248215]
20841,[0.06],[0.01392088]
20842,[0.46],[0.5109348]
20843,[0.47],[0.3304208]
20844,[0.26],[0.33658358]
20845,[0.47],[0.30253375]
20846,[0.56],[0.47370535]
20847,[0.91],[0.5112275]
20848,[0.03],[0.1514221]
20849,[0.],[0.2783062]
20850,[0.22],[0.370482]
20851,[0.34],[0.28319272]
20852,[0.62],[0.53442395]
20853,[0.],[0.00532848]
20854,[0.],[0.02796575]
20855,[0.21],[0.35141668]
20856,[0.57],[0.47886965]
20857,[0.],[0.04702139]
20858,[0.],[0.42422953]
20859,[0.92],[0.40438926]
20860,[0.],[0.36091128]
20861,[0.27],[0.19573127]
20862,[0.33],[0.34046385]
20863,[0.64],[0.46502525]
20864,[0.18],[0.32062873]
20865,[0.51],[0.46257082]
20866,[0.],[0.01409151]
20867,[0.46],[0.45421508]
20868,[0.],[0.02122121]
20869,[0.],[0.10957404]
20870,[0.32],[0.26776427]
20871,[0.46],[0.3535072]
20872,[0.37],[0.300768]
20873,[0.2],[0.23673652]
20874,[0.],[0.04484326]
20875,[0.25],[0.40046376]
20876,[0.47],[0.3377034]
20877,[0.3],[0.3499598]
20878,[0.48],[0.37615162]
20879,[0.59],[0.47472993]
20880,[0.53],[0.50856674]
20881,[0.57],[0.4454445]
20882,[0.],[0.06149421]
20883,[0.5],[0.4700546]
20884,[0.29],[0.33988243]
20885,[0.],[0.01003921]
20886,[0.05],[0.17971641]
20887,[0.4],[0.36428475]
20888,[0.46],[0.41328385]
20889,[0.04],[0.23516311]
20890,[0.43],[0.3020928]
20891,[0.16],[0.26951385]
20892,[0.],[0.10782333]
20893,[0.],[0.04339129]
20894,[0.55],[0.42374274]
20895,[0.21],[0.2250822]
20896,[0.3],[0.22431017]
20897,[0.],[0.02016115]
20898,[0.54],[0.3262895]
20899,[0.54],[0.308845]
20900,[0.42],[0.39094514]
20901,[0.21],[0.33821282]
20902,[0.],[0.02678015]
20903,[0.32],[0.37612736]
20904,[0.36],[0.26782876]
20905,[0.],[0.01123017]
20906,[0.3],[0.2762917]
20907,[0.41],[0.31336445]
20908,[0.09],[0.39810336]
20909,[0.],[0.07792251]
20910,[0.5],[0.467602]
20911,[0.19],[0.09355748]
20912,[0.],[0.07377024]
20913,[0.48],[0.34941477]
20914,[0.48],[0.06084626]
20915,[0.11],[0.14047787]
20916,[0.],[0.06407273]
20917,[0.41],[0.21532008]
20918,[0.08],[0.1913589]
20919,[0.26],[0.4069011]
20920,[0.36],[0.39559215]
20921,[0.4],[0.3620791]
20922,[0.01],[0.33879483]
20923,[0.44],[0.44589052]
20924,[0.31],[0.17240913]
20925,[0.29],[0.07814388]
20926,[0.],[0.11126354]
20927,[0.32],[0.29117113]
20928,[0.31],[0.45503753]
20929,[0.47],[0.3970746]
20930,[0.05],[0.13941255]
20931,[0.],[0.00848825]
20932,[0.2],[0.28462142]
20933,[0.25],[0.13203582]
20934,[0.07],[0.17883556]
20935,[0.],[0.00898192]
20936,[0.],[0.1411833]
20937,[0.14],[0.17876388]
20938,[0.23],[0.2011464]
20939,[0.19],[0.20309538]
20940,[0.49],[0.39049783]
20941,[0.18],[0.04354942]
20942,[0.57],[0.4036075]
20943,[0.49],[0.2839578]
20944,[0.01],[0.12013154]
20945,[0.13],[0.24142879]
20946,[0.64],[0.5249678]
20947,[0.57],[0.23361959]
20948,[0.69],[0.32426515]
20949,[0.27],[0.20322044]
20950,[0.],[0.0090884]
20951,[0.],[0.11785277]
20952,[0.64],[0.399725]
20953,[0.45],[0.18660991]
20954,[0.59],[0.31441852]
20955,[0.26],[0.22443578]
20956,[0.66],[0.5023079]
20957,[0.],[0.10850129]
20958,[0.35],[0.37333775]
20959,[0.29],[0.18884316]
20960,[0.1],[0.22940429]
20961,[0.35],[0.20769481]
20962,[0.43],[0.13704863]
20963,[0.24],[0.43203712]
20964,[0.26],[0.27350286]
20965,[0.45],[0.05829023]
20966,[0.4],[0.13099787]
20967,[0.],[0.3959128]
20968,[0.29],[0.32942557]
20969,[0.],[0.2380596]
20970,[0.13],[0.25667906]
20971,[0.],[0.09250635]
20972,[0.],[0.05581977]
20973,[0.27],[0.47404698]
20974,[0.68],[0.44835058]
20975,[0.16],[0.25254753]
20976,[0.52],[0.18098544]
20977,[0.44],[0.1904712]
20978,[0.3],[0.2988335]
20979,[0.],[0.07138984]
20980,[0.44],[0.3588455]
20981,[0.35],[0.34786743]
20982,[0.42],[0.4437599]
20983,[0.46],[0.42915574]
20984,[0.31],[0.23018263]
20985,[0.38],[0.42753088]
20986,[0.31],[0.37216848]
20987,[0.33],[0.3444647]
20988,[0.],[0.10436688]
20989,[0.],[0.3517324]
20990,[0.36],[0.25985658]
20991,[0.36],[0.3006931]
20992,[0.],[0.0212517]
20993,[0.24],[0.15203227]
20994,[0.22],[0.2464264]
20995,[0.39],[0.22662641]
20996,[0.47],[0.48455235]
20997,[0.02],[0.04194164]
20998,[0.43],[0.3978079]
20999,[0.],[0.08981869]
21000,[0.37],[0.21468072]
21001,[0.07],[0.15880911]
21002,[0.16],[0.14895809]
21003,[0.69],[0.52239776]
21004,[0.],[0.18545122]
21005,[0.55],[0.14511144]
21006,[0.26],[0.2494717]
21007,[0.],[0.06910618]
21008,[0.2],[0.34915695]
21009,[0.51],[0.33915386]
21010,[0.45],[0.46789408]
21011,[0.55],[0.329884]
21012,[0.28],[0.34263116]
21013,[0.],[0.01583305]
21014,[0.29],[0.3214597]
21015,[0.],[0.06356753]
21016,[0.63],[0.46455482]
21017,[0.27],[0.20038551]
21018,[0.53],[0.60395217]
21019,[0.4],[0.26549494]
21020,[0.34],[0.30873102]
21021,[0.12],[0.20054606]
